ctr,fill_rate,gross_cpm,net_cpm,pageviews,sessions,unfilled_impressions,viewable_percent,viewable_time,target_action,target_projected_cpm
0.013734364040810326,0.9658500101408589,6.123957592679836,4.836694190333981,59886,31964,2045,0.3549862036999016,12.562724515214944,0,6.529537156950875
0.012346092778726742,0.570004740781751,5.55621931064197,3.936368783159506,64735,42060,27835,0.41678651087305185,6.181974245763314,0,5.314097857265334
0.007235753335016751,0.6490786990501735,4.673295021425664,3.574097490770437,135608,75592,47587,0.5199235344433906,3.0733102539131547,2,4.110212114386002
0.03410768764060961,0.6140579568108491,1.6342450417297456,1.2955606696549682,72435,40148,27955,0.6258280128741234,3.0683594925599476,2,1.4898947701032133
0.021656524964648906,0.5835568206067728,1.4553611508969566,1.2258984777628428,179073,87993,74573,0.35371966270351113,17.73735960977961,0,1.6549629449798378
0.015965184787146446,0.5597987350739416,4.466238370778891,3.1494049594230926,85077,44011,37451,0.4002298482834343,19.373312437306005,0,4.251696695221176
0.015455299732702321,0.6018914148054125,4.97390229473994,3.5050939948980426,42065,28118,16746,0.6288449883460969,23.203107405531686,2,4.030858094132749
0.004008745069765263,0.5960316025853811,1.3165910223737665,0.9858627645799567,28247,17631,11410,0.5968306728139938,15.495276810268509,2,1.1337421792669502
0.03381868044698069,0.7974467813664755,2.9319942741578036,2.1826968252568166,197300,83332,39963,0.8427878151302846,19.76162969382312,2,2.510101349045339
0.007756333172161863,0.5027058373905652,6.708229999183839,5.407025245299986,18986,12095,9441,0.6332779861295563,23.304920205807026,2,6.218079032094983
0.023136618867066115,0.9483302410164526,6.950270044528595,5.333759564713406,57256,23994,2958,0.4710402769436142,9.479216406615182,0,7.200575412363099
0.025806610063494183,0.8124031609640544,7.210489198034286,5.55807753117862,118252,81772,22183,0.7669026033463462,18.599778986792085,3,5.835981407737552
0.009023487271464497,0.6254734781530488,1.2830351267690194,1.03489540635202,127409,67756,47718,0.4109455612844679,22.602562700490946,0,1.397108798575227
0.0171625875881918,0.776005030268428,5.868612604982893,4.230681172927563,192116,107960,43033,0.41168367360412317,23.685632122833564,0,5.71141958345221
0.021361425860610225,0.8404446171894553,7.163274873106804,5.685155360912661,178629,105394,28501,0.7793033246032448,20.484457768679633,3,5.969413128958294
0.007343382002125219,0.9373539092600891,4.775395693409555,3.9211539213351494,151779,76935,9508,0.7987556428501648,8.259041735846612,3,4.117211617401907
0.023021464098406323,0.5002549847277048,3.467981994339183,2.586133783363041,194125,107394,97013,0.5295760517318284,7.108479640826796,2,2.974053850867497
0.005075422489345216,0.6654314339877777,7.600367927387634,5.688726728956572,73840,38481,24704,0.33569073590993986,7.840054520489928,0,7.679781084091373
0.009393786136512441,0.8411890936914963,5.985894129471094,4.323090793328684,98264,47170,15605,0.8371382257079591,11.453851306319319,3,4.539245332995119
0.002123724918618645,0.6690849115330747,5.440459412909546,4.363824146236178,55859,29847,18484,0.6040911989892304,15.632024649226052,2,5.018397768171604
0.0037490130953123186,0.6811306834700882,2.695119567941981,2.2112673485411287,111308,65637,35492,0.6484413409184921,14.322817733719445,2,2.5429574508222976
0.004069852181849883,0.9092982228387265,3.245460454802151,2.3626230858002053,20708,13615,1878,0.4792773978610366,7.065544094007611,0,3.1895411658302772
0.02517908410289261,0.8966555126084605,3.4406619110421057,2.458099987140821,144752,87905,14959,0.5127044404652956,23.544789740944893,3,2.581004986497862
0.005675712100963771,0.6671225120146267,1.7943146486841235,1.504898949802179,90981,55383,30285,0.42570251198851483,6.023963323206532,0,2.031613582232942
0.034393723673200816,0.7531515867227969,2.825804223812863,2.4003456435837744,117893,78889,29101,0.7952299314398318,16.561333517285163,2,2.7603974901213406
0.012527012895655824,0.6711126915602038,6.081689752091676,5.0755747676316565,11295,5888,3714,0.788273554318528,21.57135432165279,2,5.836910982776405
0.03281158980351222,0.8848169190458324,5.6829177829996,4.4730415971963975,131063,56414,15096,0.6649259730094308,2.1164164284630296,3,4.696693677056218
0.006467473748194954,0.7688795567896272,5.843266383848853,4.661723965377692,117296,53108,27109,0.30994144998853645,13.359555449218997,0,6.293327353259884
0.00707997211352518,0.6795697044456014,6.209193661395936,5.017903904164193,75271,42941,24119,0.35152112230545085,10.45746347036697,0,6.774170270621661
0.010016880501178667,0.619554925255751,7.811073883267119,5.928329023894423,81213,54561,30897,0.5389169010307358,10.05180337697754,2,6.817578377478586
0.022933514309039206,0.8277727892349188,7.049172955503321,5.177813433998872,50714,28988,8734,0.72270470786847,3.0028867503519763,3,5.436704105698816
0.0348147173671096,0.730272811855562,2.9569223925773103,2.461709163526212,168707,68265,45504,0.810575209423249,11.84823541129823,2,2.8309655380551435
0.03386626384748477,0.9721737887737338,6.971066188271521,5.187639739142108,120668,55178,3357,0.44766117128958627,13.16143710835526,0,7.003313647841846
0.013671353481197676,0.6933988187366413,6.90949198508418,5.800535969476745,187957,80662,57627,0.6382539746845434,24.771238552398056,2,6.670616364898256
0.005762856518041817,0.7539815296582311,7.141611503495688,5.792670304744285,110864,67709,27274,0.4977201331708654,8.752612418083348,0,7.820104911404785
0.028518279286269467,0.8969555633927986,7.069506230060726,5.917078327418818,115627,73942,11914,0.6574801619277708,18.145238176927176,3,6.212932243789759
0.02805695076082744,0.9361026174906075,3.365966097960751,2.545806191406233,147038,88459,9395,0.48048396711110253,5.565957184738116,0,3.436838358398415
0.03438259020255806,0.9110774160139881,7.022832328181726,5.179603631447549,75313,48710,6697,0.4981048527761946,4.92239179099335,0,6.992464902454191
0.018756270841863352,0.8772968410183193,2.5107471924779023,1.9921111117420984,92235,60193,11317,0.40690901869718016,11.461139816303607,0,2.689350000851833
0.024783415166084594,0.5677930152847227,1.9292179557007887,1.6310197589031308,88613,36536,38299,0.519351495794637,11.970976964357067,2,1.8756727227386003
0.026297449861969927,0.622921658399864,2.2903357203195904,1.6310189408614504,137222,83539,51743,0.5249241194278484,5.985769361629453,2,1.8756717819906679
0.006318859450816926,0.6226190201006517,4.844586652942843,3.9104989374640047,181615,123567,68538,0.6510488266138428,13.884013920811034,2,4.497073778083605
0.023341785169005674,0.7134797203521666,6.11027521593273,4.320926452018095,72215,32322,20691,0.36609055629310316,9.863232334477235,0,5.833250710224428
0.004121168237657024,0.5461369242515944,3.1798931657390592,2.6931360413772896,165196,89577,74976,0.3538087883580508,13.307165127687144,0,3.635733655859341
0.017098040206539235,0.5848689162559074,4.036961544665811,3.0671853244854863,28049,19206,11644,0.7876742130139263,8.000553336859422,2,3.527263123158309
0.0015203543698730816,0.9573837909589467,4.507279187406814,3.519764143284299,21364,9589,910,0.3388128110702364,16.77564339874526,0,4.751681593433804
0.0019013845584151417,0.787030034823997,7.581611689974703,5.961581446121643,16938,10044,3607,0.5520390897703342,14.549186154266504,2,6.85581866303989
0.03300980349840186,0.6891902925223794,7.7283339467674,6.459361577730685,156836,65997,48746,0.3554279007575847,2.4191019899856436,0,8.720138129936425
0.004211060665701566,0.8346733189740149,1.498320539221603,1.120513538212167,119585,72287,19770,0.487343513205332,7.995974149425772,0,1.5126932765864254
0.017865273445975813,0.8395162757590503,3.4383562311723814,2.8899288632230418,12543,7783,2012,0.7419145117116668,8.486795169140049,3,3.034425306384194
0.007032944488510576,0.8678012283040206,6.647843174870848,5.6411986495981425,90999,39885,12029,0.43750904706885757,15.352512283909926,0,7.615618176957493
0.030481964645130553,0.775314679150449,2.6701780185323813,2.14142060106821,179358,112343,40299,0.3567181278597629,22.758716853630034,0,2.8909178114420837
0.018178580663227147,0.9049641583927934,3.240347207214282,2.7035139739179743,183352,76282,17425,0.8271978232857591,21.484292314198566,3,2.838689672613873
0.0130667764757325,0.9688324337119636,5.737389330970123,4.431434113946476,196993,116137,6139,0.5466450370880759,8.743847749055483,3,4.653005819643799
0.012174594542577143,0.8295340434777488,6.26662170606376,5.130714156866271,32192,13972,5487,0.812011008128011,24.407708796291434,3,5.3872498647095854
0.03486166222903119,0.5273768657919016,6.159248897537062,4.815838894106464,94930,41305,44866,0.37864542512905974,19.51474452950186,0,6.5013825070437266
0.022019414152752877,0.5495501113001672,1.588747642804982,1.2791728082561973,44081,22877,19856,0.7905432998272272,5.371910898916586,2,1.4710487294946268
0.01845308973554136,0.6142817554880187,5.069137920587476,4.204701776291376,193926,130378,74800,0.6255388063517064,10.05501967410721,2,4.835407042735082
0.025078160649828797,0.7360168241024165,3.6459131308557815,2.937740642921591,30289,20351,7995,0.3611586152683832,13.33037739868976,0,3.965949867944148
0.0013860239220922484,0.7296437145771218,1.3941229297728615,1.0007330680715756,149188,96500,40333,0.709316411318814,17.663906823228906,2,1.1508430282823119
0.009075220023943977,0.6961092175072922,4.344004236161593,3.0948150031996597,108333,57514,32921,0.7411600869647037,24.49171538134823,2,3.5590372536796084
0.019904171313847877,0.658116330256016,1.3038054830872094,1.093497094737878,26732,12721,9139,0.6824761177086562,3.734994583064693,2,1.2575216589485596
0.0066513246849146,0.6062364622273807,3.061457627876009,2.6003246733874943,115133,66235,45335,0.795636905770044,3.045266747853531,2,2.990373374395618
0.01055274844613583,0.9657016271975138,7.231846487236414,5.556578494118326,71203,35651,2442,0.393323947142561,16.877512318380646,0,7.50138096705974
0.014201125055655656,0.6124034253954254,2.8615654747496726,2.1577684948399876,9835,6843,3812,0.6839889427108599,14.330216425914768,2,2.4814337690659856
0.011523938953735144,0.8987595596564049,5.793118207877155,4.19649161834823,170421,72064,17253,0.8172925049244608,11.582698327985021,3,4.406316199265642
0.020759529120148095,0.9503965103994242,1.579238940247143,1.3131359515713403,61570,25463,3054,0.3145018359734886,10.65865743819514,0,1.7727335346213096
0.028558813246582323,0.9837653033643228,2.0529182377246973,1.619998033578111,140230,72624,2276,0.7560403213885829,15.088873790812196,3,1.7009979352570166
